experiment_id,timestamp,instance_id,model,claude_cli_version,condition,prompt_file,system_prompt_hash,claude_session_id,num_turns,duration_ms,output_tokens,input_tokens_fresh,cache_creation_tokens,cache_read_tokens,cost_usd,stop_reason,session_transcript_path,patch_lines,patch_files_changed,patch_sha256,grader_run_id,grader_timestamp,patch_applied,resolved,fail_to_pass_success,fail_to_pass_failure,pass_to_pass_success,pass_to_pass_failure,failed_tests,notes
exp_20260420_231807_c9b9ad31,2026-04-20T23:18:07Z,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171.txt,,c9b9ad31-a6ed-4822-84f4-a5393a5f1685,29,174116,11549,234,49777,1614950,0.28301624999999997,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__c9b9ad31.jsonl,75,2,sha256:1bc4cfca2036d23f,grade_instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__c9b9ad31,2026-04-20T23:18:07Z,True,True,11,0,191,0,,pro pilot
exp_20260420_232101_b5316da5,2026-04-20T23:21:01Z,instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171.txt,sha256:ece91955619f2371,b5316da5-6ee4-49fa-885d-7b8fa4681be0,25,137358,8215,202,48313,1394124,0.24240165,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171__caveman-ultra__b5316da5.jsonl,71,2,sha256:c4bdf62bfd6a3bde,grade_instance_qutebrowser__qutebrowser-c580ebf0801e5a3ecabc54f327498bb753c6d5f2-v2ef375ac784985212b1805e1d0431dc8f1b3c171__caveman-ultra__b5316da5,2026-04-20T23:21:01Z,True,True,11,0,191,0,,pro pilot
exp_20260420_232526_fe519977,2026-04-20T23:25:26Z,instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818.txt,,fe519977-174c-4217-aee4-b0ca13b4f715,72,408719,36015,538,90824,5346296,0.8300545999999999,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__baseline__fe519977.jsonl,297,4,sha256:12cbc8e12e652465,grade_instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__baseline__fe519977,2026-04-20T23:25:26Z,True,True,4,0,5,0,,pro pilot
exp_20260420_232704_853d7e19,2026-04-20T23:27:04Z,instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a.txt,sha256:ece91955619f2371,853d7e19-a844-49a6-b23f-1ff9acfda839,42,638149,19225,338,57975,2544210,0.42422175,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a__caveman-ultra__853d7e19.jsonl,65,1,sha256:e549c0653ec41ce6,grade_instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a__caveman-ultra__853d7e19,2026-04-20T23:27:04Z,True,True,4,0,36,0,,pro pilot
exp_20260420_232925_652fa8f7,2026-04-20T23:29:25Z,instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4.txt,,652fa8f7-2386-4dc2-a8cf-8c4c3320a17e,42,357497,25169,338,64477,2661056,0.47395685,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__baseline__652fa8f7.jsonl,24,1,sha256:4ffb48e53f94cc75,grade_instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__baseline__652fa8f7,2026-04-20T23:29:25Z,True,True,4,0,4,0,,pro pilot
exp_20260420_233019_b6af6960,2026-04-20T23:30:19Z,instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d.txt,,b6af6960-c37e-4dd0-af69-566c96f5817d,19,100562,7045,146,34265,877902,0.16705145000000002,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d__baseline__b6af6960.jsonl,31,1,sha256:733c575b962214c8,grade_instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d__baseline__b6af6960,2026-04-20T23:30:19Z,True,True,3,0,119,0,,pro pilot
exp_20260420_233156_ca5ed5ee,2026-04-20T23:31:56Z,instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818.txt,sha256:ece91955619f2371,ca5ed5ee-f88e-4540-92b7-7e482fbf5ca4,47,346221,33702,362,81445,3350288,0.6069890499999999,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__caveman-ultra__ca5ed5ee.jsonl,305,4,sha256:727c43938ebd8f7a,grade_instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818__caveman-ultra__ca5ed5ee,2026-04-20T23:31:56Z,True,True,4,0,5,0,,pro pilot
exp_20260420_233227_da18a7e7,2026-04-20T23:32:27Z,instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d.txt,sha256:ece91955619f2371,da18a7e7-d266-4e42-9415-113447de427f,28,111401,7610,226,35133,1378252,0.22107645,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d__caveman-ultra__da18a7e7.jsonl,24,1,sha256:d796b6e543454e89,grade_instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d__caveman-ultra__da18a7e7,2026-04-20T23:32:27Z,True,True,3,0,119,0,,pro pilot
exp_20260420_233249_a551d1ce,2026-04-20T23:32:49Z,instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4.txt,sha256:ece91955619f2371,a551d1ce-662f-480d-b474-d108d2e24a51,36,187191,12910,290,52662,2015584,0.3333079,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__caveman-ultra__a551d1ce.jsonl,34,2,sha256:f9293d7b292fcf74,grade_instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4__caveman-ultra__a551d1ce,2026-04-20T23:32:49Z,True,True,4,0,4,0,,pro pilot
exp_20260420_233653_0f0b28c1,2026-04-20T23:36:53Z,instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566.txt,sha256:ece91955619f2371,0f0b28c1-8f4a-4cac-9e8e-019cac6c2a3c,48,1003608,17787,386,57999,2676960,0.43083375,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566__caveman-ultra__0f0b28c1.jsonl,106,1,sha256:9e2e524234aa33ed,grade_instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566__caveman-ultra__0f0b28c1,2026-04-20T23:36:53Z,True,True,14,0,6,0,,pro pilot
exp_20260420_234026_f12c3dcc,2026-04-20T23:40:26Z,instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171.txt,,f12c3dcc-6b7d-4459-a26c-d639f170eeab,67,298503,19299,538,110605,6405784,0.87690965,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__f12c3dcc.jsonl,162,5,sha256:6eeacdfe16b37ec7,grade_instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171__baseline__f12c3dcc,2026-04-20T23:40:26Z,True,True,4,0,159,0,,pro pilot
exp_20260420_234112_29d7077d,2026-04-20T23:41:12Z,instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.txt,,29d7077d-fa68-4d4e-bf8c-ce41b20c4be1,67,279736,20155,538,63093,3849123,0.56620255,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__baseline__29d7077d.jsonl,60,1,sha256:754e1bbd0e4a90db,grade_instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__baseline__29d7077d,2026-04-20T23:41:12Z,True,True,2,0,47,0,,pro pilot
exp_20260420_234125_d31a4e37,2026-04-20T23:41:25Z,instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan,claude-haiku-4-5,2.1.116 (Claude Code),baseline,/Users/mugen/Codebase/caveman/prompts/instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan.txt,,d31a4e37-ef01-4e64-ac47-93861dcb5463,28,169679,6320,194,30788,973789,0.16861889999999996,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan__baseline__d31a4e37.jsonl,40,1,sha256:ada86408cf604f46,grade_instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan__baseline__d31a4e37,2026-04-20T23:41:25Z,True,True,7,0,29,0,,pro pilot
exp_20260420_234459_f7cb5d42,2026-04-20T23:44:59Z,instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan.txt,sha256:ece91955619f2371,f7cb5d42-0f6e-4efd-b2e7-622694138007,9,101453,4327,76,24191,335216,0.1819424,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan__caveman-ultra__f7cb5d42.jsonl,40,1,sha256:65213c8b793102d9,grade_instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan__caveman-ultra__f7cb5d42,2026-04-20T23:44:59Z,True,True,7,0,29,0,,pro pilot
exp_20260420_234533_71362789,2026-04-20T23:45:33Z,instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,claude-haiku-4-5,2.1.116 (Claude Code),caveman-ultra,/Users/mugen/Codebase/caveman/prompts/instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5.txt,sha256:ece91955619f2371,71362789-f556-4f1b-adc5-a49e1633dbad,56,236436,11036,450,46810,2775327,0.3927862000000001,end_turn,/Users/mugen/Codebase/caveman/sessions/instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__caveman-ultra__71362789.jsonl,68,1,sha256:100fa7a15e87a1ce,grade_instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5__caveman-ultra__71362789,2026-04-20T23:45:33Z,True,True,2,0,47,0,,pro pilot
